ticker,intervalo,tipo_padrao,data_inicio,ombro1_preco,neckline1_idx,neckline1_preco,data_cabeca,cabeca_preco,neckline2_idx,neckline2_preco,data_fim,ombro2_preco,label_humano
HBAR-USD,1h,OCOI,2024-03-28 13:00:00,0.1137542203068733,2024-03-28 18:00:00,0.1174582466483116,2024-03-29 07:00:00,0.1126792132854461,2024-03-29 14:00:00,0.1177272722125053,2024-03-29 21:00:00,0.1136342287063598,
HBAR-USD,1h,OCOI,2024-04-04 04:00:00,0.1014196053147316,2024-04-04 18:00:00,0.1072789281606674,2024-04-05 12:00:00,0.1002133563160896,2024-04-07 16:00:00,0.1074840873479843,2024-04-08 04:00:00,0.1025138795375824,
HBAR-USD,1h,OCOI,2024-05-01 17:00:00,0.0969009026885032,2024-05-02 00:00:00,0.0997104719281196,2024-05-02 09:00:00,0.0961589887738227,2024-05-02 13:00:00,0.1002113297581672,2024-05-02 16:00:00,0.09823889285326,
HBAR-USD,1h,OCO,2024-05-09 07:00:00,0.1104928776621818,2024-05-09 11:00:00,0.1060346737504005,2024-05-10 12:00:00,0.1124534755945205,2024-05-10 20:00:00,0.1050577834248542,2024-05-11 01:00:00,0.108199194073677,
HBAR-USD,1h,OCOI,2024-05-11 09:00:00,0.1054310351610183,2024-05-12 07:00:00,0.1101334914565086,2024-05-13 04:00:00,0.1025695204734802,2024-05-13 16:00:00,0.110746830701828,2024-05-14 00:00:00,0.107145681977272,
HBAR-USD,1h,OCO,2024-06-19 07:00:00,0.0819698497653007,2024-06-19 14:00:00,0.0793397575616836,2024-06-20 11:00:00,0.0848289802670478,2024-06-21 00:00:00,0.0795894414186477,2024-06-21 04:00:00,0.0817560106515884,
HBAR-USD,1h,OCO,2024-06-30 09:00:00,0.0773048400878906,2024-06-30 20:00:00,0.0750507265329361,2024-07-01 01:00:00,0.0781492367386818,2024-07-01 14:00:00,0.0748526379466056,2024-07-01 21:00:00,0.0776364803314209,
HBAR-USD,1h,OCO,2024-07-28 11:00:00,0.0690227523446083,2024-07-28 22:00:00,0.0669015944004058,2024-07-29 08:00:00,0.0693325847387313,2024-07-29 16:00:00,0.0666643306612968,2024-07-30 01:00:00,0.0681566223502159,
HBAR-USD,1h,OCO,2024-08-28 19:00:00,0.0522606670856475,2024-08-28 22:00:00,0.0507268048822879,2024-08-29 15:00:00,0.0529455468058586,2024-08-29 18:00:00,0.0507299154996871,2024-08-30 10:00:00,0.0518161915242672,
HBAR-USD,1h,OCO,2024-09-01 20:00:00,0.0495254136621952,2024-09-01 23:00:00,0.0477252081036567,2024-09-03 02:00:00,0.0516622811555862,2024-09-04 01:00:00,0.0474179424345493,2024-09-04 14:00:00,0.0497494451701641,
HBAR-USD,1h,OCOI,2024-09-06 09:00:00,0.0472980514168739,2024-09-06 13:00:00,0.0488335415720939,2024-09-06 21:00:00,0.0458570756018161,2024-09-07 15:00:00,0.0489470846951007,2024-09-07 23:00:00,0.0478693172335624,
HBAR-USD,1h,OCO,2024-11-08 11:00:00,0.051765639334917,2024-11-08 17:00:00,0.0504207611083984,2024-11-08 23:00:00,0.0522651523351669,2024-11-09 02:00:00,0.0506031587719917,2024-11-09 11:00:00,0.0518084019422531,
HBAR-USD,1h,OCO,2024-11-23 09:00:00,0.1518111675977707,2024-11-23 13:00:00,0.1496519595384597,2024-11-23 16:00:00,0.1616412252187729,2024-11-23 20:00:00,0.1494831293821334,2024-11-23 23:00:00,0.1550752371549606,
HBAR-USD,1h,OCOI,2024-11-26 18:00:00,0.1342826336622238,2024-11-26 22:00:00,0.1399787664413452,2024-11-27 05:00:00,0.132864236831665,2024-11-27 09:00:00,0.1410388648509979,2024-11-27 12:00:00,0.1356847733259201,
HBAR-USD,1h,OCO,2025-01-09 16:00:00,0.2779143750667572,2025-01-09 19:00:00,0.2661353945732116,2025-01-10 07:00:00,0.2847687602043152,2025-01-10 13:00:00,0.2684302926063537,2025-01-10 17:00:00,0.2792935669422149,
HBAR-USD,1h,OCO,2025-01-23 09:00:00,0.3232525885105133,2025-01-23 13:00:00,0.3125102818012237,2025-01-23 16:00:00,0.3340216875076294,2025-01-23 19:00:00,0.3130666613578796,2025-01-24 00:00:00,0.3287850320339203,
HBAR-USD,1h,OCO,2025-02-12 13:00:00,0.2279691696166992,2025-02-12 16:00:00,0.216386616230011,2025-02-12 22:00:00,0.2371386438608169,2025-02-13 18:00:00,0.2186187207698822,2025-02-14 08:00:00,0.2314094603061676,
HBAR-USD,1h,OCOI,2025-02-14 12:00:00,0.2306558787822723,2025-02-14 19:00:00,0.2394026070833206,2025-02-14 22:00:00,0.2278688251972198,2025-02-15 04:00:00,0.2386374622583389,2025-02-15 07:00:00,0.2308603376150131,
HBAR-USD,1h,OCOI,2025-02-18 08:00:00,0.2012599557638168,2025-02-18 14:00:00,0.2077940553426742,2025-02-18 17:00:00,0.195051684975624,2025-02-19 02:00:00,0.2087204307317733,2025-02-19 05:00:00,0.2039413005113601,
HBAR-USD,1h,OCOI,2025-04-04 05:00:00,0.1602450907230377,2025-04-04 08:00:00,0.1658770143985748,2025-04-04 11:00:00,0.1574381738901138,2025-04-04 15:00:00,0.166976198554039,2025-04-05 13:00:00,0.1589406281709671,
HBAR-USD,1h,OCO,2025-04-09 21:00:00,0.1720400601625442,2025-04-10 03:00:00,0.1642782837152481,2025-04-10 12:00:00,0.1757460832595825,2025-04-10 15:00:00,0.1659511476755142,2025-04-10 21:00:00,0.1709197908639907,
HBAR-USD,1h,OCOI,2025-05-15 07:00:00,0.1976779401302337,2025-05-15 13:00:00,0.2006779611110687,2025-05-15 21:00:00,0.1955155879259109,2025-05-16 03:00:00,0.2011922597885131,2025-05-16 08:00:00,0.1967586874961853,
HBAR-USD,1h,OCO,2025-05-17 07:00:00,0.1953083574771881,2025-05-17 16:00:00,0.1873198002576828,2025-05-18 16:00:00,0.2003578841686248,2025-05-18 20:00:00,0.1881133466958999,2025-05-19 00:00:00,0.1974136233329773,
HBAR-USD,1h,OCOI,2025-05-18 20:00:00,0.1881133466958999,2025-05-19 00:00:00,0.1974136233329773,2025-05-19 06:00:00,0.1864309906959533,2025-05-20 02:00:00,0.1981883496046066,2025-05-20 18:00:00,0.1905237287282943,
HBAR-USD,4h,OCO,2023-07-27 04:00:00,0.053216703236103,2023-07-28 04:00:00,0.051051165908575,2023-07-30 00:00:00,0.0542545840144157,2023-08-01 12:00:00,0.050783634185791,2023-08-02 12:00:00,0.0535290017724037,
HBAR-USD,4h,OCOI,2024-12-15 04:00:00,0.2833934128284454,2024-12-15 20:00:00,0.2967214584350586,2024-12-16 08:00:00,0.2744795680046081,2024-12-17 08:00:00,0.2954025268554687,2024-12-18 00:00:00,0.2801001965999603,
HBAR-USD,4h,OCOI,2025-07-03 04:00:00,0.1552247554063797,2025-07-04 00:00:00,0.1623459905385971,2025-07-04 20:00:00,0.1519955992698669,2025-07-06 20:00:00,0.1611568182706833,2025-07-08 04:00:00,0.1552620679140091,
